Country,Year,Month,Region,Fires_Count,Burned_Area_Km,Cause,Temperature_C,Humidity_Percent,Wind_Speed_kmh,Period,Latitude,Longitude,Fires_Count_transform,Burned_Area_Km_transform,Temperature_C_transform,Wind_Speed_kmh_transform,Humidity_Percent_transform
Brazil,1919,July,Mato Grosso,295.0,437.78,Unknown,15.0,0.29,44.0,"[1911, 1921)",-12.2115009,-55.5716547,5.69035945432406,6.083998148510915,2.772588722239781,3.80666248977032,0.2546422183735807
Greece,1919,October,Athens,88.0,20.86,Deforestation,16.0,0.86,65.0,"[1911, 1921)",37.9755648,23.7348324,4.48863636973214,3.0846584827483925,2.833213344056216,4.189654742026425,0.6205764877251099
Greece,1919,June,Crete,73.0,638.45,Lightning,45.0,0.14,37.0,"[1911, 1921)",35.3084952,24.4633423,4.30406509320417,6.460608431879329,3.828641396489095,3.6375861597263857,0.1310282624064041
Australia,1919,October,New South Wales,89.0,656.84,Human,17.0,0.78,6.0,"[1911, 1921)",-31.8759835,147.2869493,4.499809670330265,6.48896174066264,2.8903717578961645,1.9459101490553132,0.5766133643039938
Australia,1919,October,Victoria,222.0,714.56,Climate Change,40.0,0.3,6.0,"[1911, 1921)",-36.5986096,144.6780052,5.407171771460119,6.573065452923014,3.713572066704308,1.9459101490553132,0.262364264467491
Portugal,1919,October,Lisbon,275.0,985.26,Human,30.0,0.41,4.0,"[1911, 1921)",38.7077507,-9.1365919,5.62040086571715,6.893920011525664,3.4339872044851463,1.6094379124341005,0.3435897043900769
Portugal,1919,August,Porto,51.0,661.6,Deforestation,35.0,0.7,55.0,"[1911, 1921)",41.1502195,-8.6103497,3.951243718581427,6.496171489865795,3.58351893845611,4.02535169073515,0.5306282510621704
Italy,1919,July,Sicily,170.0,114.53,Lightning,39.0,0.15,9.0,"[1911, 1921)",37.587794,14.155048,5.14166355650266,4.749530236494927,3.688879454113936,2.302585092994046,0.1397619423751586
Italy,1919,May,Sardinia,121.0,808.03,Climate Change,22.0,0.67,65.0,"[1911, 1921)",40.0912813,9.0305773,4.804021044733257,6.695835999189235,3.1354942159291497,4.189654742026425,0.5128236264286637
Russia,1919,August,Siberia,268.0,400.93,Lightning,43.0,0.13,16.0,"[1911, 1921)",61.0137,99.1967,5.594711379601839,5.996277944103511,3.784189633918261,2.833213344056216,0.1222176327242492
Russia,1919,October,Far East,158.0,260.93,Climate Change,30.0,0.4,38.0,"[1911, 1921)",63.3109,135.0,5.0689042022202315,5.568077292490826,3.4339872044851463,3.6635616461296463,0.3364722366212129
Canada,1919,October,British Columbia,331.0,629.88,Climate Change,30.0,0.32,49.0,"[1911, 1921)",55.001251,-125.002441,5.805134968916488,6.447115670129317,3.4339872044851463,3.912023005428146,0.2776317365982795
Canada,1919,October,Alberta,163.0,308.33,Climate Change,47.0,0.77,30.0,"[1911, 1921)",55.001251,-115.002136,5.099866427824199,5.734408668197962,3.871201010907891,3.4339872044851463,0.5709795465857378
France,1919,July,Corsica,309.0,389.26,Unknown,42.0,0.76,6.0,"[1911, 1921)",42.188098,9.0683139,5.736572297479192,5.9668131836668525,3.7612001156935624,1.9459101490553132,0.5653138090500605
France,1919,June,Provence,139.0,130.63,Human,41.0,0.62,47.0,"[1911, 1921)",44.0145,6.2116,4.941642422609304,4.879994956437316,3.737669618283368,3.871201010907891,0.4824261492442927
China,1919,June,Yunnan,29.0,974.52,Climate Change,41.0,0.05,43.0,"[1911, 1921)",25.0453,102.7097,3.4011973816621555,6.882970662159506,3.737669618283368,3.784189633918261,0.048790164169432
China,1919,August,Sichuan,157.0,790.72,Deforestation,20.0,0.62,54.0,"[1911, 1921)",30.6509,104.0757,5.062595033026967,6.674207793952535,3.044522437723423,4.007333185232471,0.4824261492442927
India,1919,June,Madhya Pradesh,318.0,790.29,Lightning,26.0,0.26,38.0,"[1911, 1921)",22.9734,78.6569,5.765191102784844,6.673664525103221,3.295836866004329,3.6635616461296463,0.2311117209633866
India,1919,August,Assam,107.0,866.51,Unknown,15.0,0.69,2.0,"[1911, 1921)",26.2006,92.9376,4.68213122712422,6.765627039132096,2.772588722239781,1.0986122886681098,0.5247285289349821
Turkey,1920,September,Mugla,120.0,786.72,Human,17.0,0.5,56.0,"[1911, 1921)",37.2154,28.3634,4.795790545596741,6.669142696763996,2.8903717578961645,4.04305126783455,0.4054651081081644
Turkey,1920,July,Antalya,220.0,51.77,Unknown,40.0,0.81,66.0,"[1911, 1921)",36.8969,30.7133,5.3981627015177525,3.9659428474175766,3.713572066704308,4.204692619390966,0.5933268452777344
Turkey,1920,June,Izmir,39.0,508.11,Unknown,30.0,0.2,60.0,"[1911, 1921)",38.4237,27.1428,3.688879454113936,6.2326641032217625,3.4339872044851463,4.110873864173311,0.1823215567939546
Spain,1920,May,Catalonia,247.0,952.19,Human,48.0,0.15,66.0,"[1911, 1921)",41.5912,1.5209,5.5134287461649825,6.8598142541917975,3.8918202981106265,4.204692619390966,0.1397619423751586
Spain,1920,June,Andalusia,119.0,508.55,Deforestation,19.0,0.17,11.0,"[1911, 1921)",37.5443,4.7278,4.787491742782046,6.233527983274703,2.995732273553991,2.4849066497880004,0.1570037488096647
USA,1920,July,California,470.0,589.49,Human,37.0,0.75,60.0,"[1911, 1921)",36.7783,-118.755997,6.154858094016418,6.380952700693006,3.6375861597263857,4.110873864173311,0.5596157879354227
USA,1920,July,Texas,208.0,119.01,Human,29.0,0.06,33.0,"[1911, 1921)",31.9686,-98.5456116,5.342334251964811,4.78757507264335,3.4011973816621555,3.5263605246161616,0.0582689081239757
USA,1920,August,Oregon,280.0,108.37,Climate Change,46.0,0.32,2.0,"[1911, 1921)",43.8041,-120.737257,5.638354669333745,4.694736629347134,3.8501476017100584,1.0986122886681098,0.2776317365982795
Brazil,1920,August,Amazonas,60.0,989.5,Unknown,39.0,0.84,59.0,"[1911, 1921)",-3.0967614,-65.8561,4.110873864173311,6.898209866138606,3.688879454113936,4.0943445622221,0.6097655716208943
Brazil,1920,July,Mato Grosso,69.0,608.4,Deforestation,36.0,0.92,54.0,"[1911, 1921)",-12.2115009,-55.5716547,4.248495242049359,6.412474866551609,3.610917912644224,4.007333185232471,0.6523251860396903
Greece,1920,August,Athens,168.0,923.27,Unknown,32.0,0.54,42.0,"[1911, 1921)",37.9755648,23.7348324,5.1298987149230735,6.82900423674951,3.49650756146648,3.7612001156935624,0.4317824164255378
Greece,1920,June,Crete,26.0,11.44,Unknown,43.0,0.58,18.0,"[1911, 1921)",35.3084952,24.4633423,3.295836866004329,2.520917087311034,3.784189633918261,2.9444389791664403,0.4574248470388754
Australia,1920,August,New South Wales,163.0,394.9,Human,16.0,0.52,15.0,"[1911, 1921)",-31.8759835,147.2869493,5.099866427824199,5.981161654112085,2.833213344056216,2.772588722239781,0.418710334858185
Australia,1920,July,Victoria,357.0,217.02,Lightning,34.0,0.06,42.0,"[1911, 1921)",-36.5986096,144.6780052,5.8805329864007,5.3845868017002125,3.5553480614894135,3.7612001156935624,0.0582689081239757
Portugal,1920,July,Lisbon,127.0,402.64,Lightning,30.0,0.08,13.0,"[1911, 1921)",38.7077507,-9.1365919,4.852030263919617,6.000523391596328,3.4339872044851463,2.6390573296152584,0.0769610411361283
Portugal,1920,September,Porto,395.0,249.45,Unknown,49.0,0.09,33.0,"[1911, 1921)",41.1502195,-8.6103497,5.981414211254481,5.523259299803626,3.912023005428146,3.5263605246161616,0.0861776962410523
Italy,1920,June,Sicily,175.0,306.44,Climate Change,23.0,0.53,34.0,"[1911, 1921)",37.587794,14.155048,5.170483995038151,5.728279946256588,3.1780538303479458,3.5553480614894135,0.4252677354043441
Italy,1920,August,Sardinia,104.0,591.25,Human,43.0,0.82,26.0,"[1911, 1921)",40.0912813,9.0305773,4.653960350157523,6.383928843038895,3.784189633918261,3.295836866004329,0.598836501088704
Russia,1920,October,Siberia,124.0,499.33,Climate Change,29.0,0.08,58.0,"[1911, 1921)",61.0137,99.1967,4.8283137373023015,6.215267880717977,3.4011973816621555,4.07753744390572,0.0769610411361283
Russia,1920,May,Far East,176.0,607.46,Deforestation,28.0,0.07,63.0,"[1911, 1921)",63.3109,135.0,5.176149732573829,6.41093117485196,3.367295829986474,4.1588830833596715,0.0676586484738148
Canada,1920,June,British Columbia,324.0,261.28,Lightning,32.0,0.62,21.0,"[1911, 1921)",55.001251,-125.002441,5.783825182329737,5.569412635395419,3.49650756146648,3.091042453358316,0.4824261492442927
Canada,1920,June,Alberta,116.0,932.44,Human,27.0,0.72,53.0,"[1911, 1921)",55.001251,-115.002136,4.762173934797756,6.838876686679357,3.332204510175204,3.9889840465642745,0.5423242908253617
France,1920,September,Corsica,12.0,295.83,Lightning,19.0,0.73,32.0,"[1911, 1921)",42.188098,9.0683139,2.5649493574615367,5.693159584352287,2.995732273553991,3.49650756146648,0.5481214085096876
France,1920,September,Provence,141.0,93.47,Human,17.0,0.34,30.0,"[1911, 1921)",44.0145,6.2116,4.955827057601261,4.548282323781043,2.8903717578961645,3.4339872044851463,0.29266961396282
China,1920,July,Yunnan,478.0,847.64,Climate Change,44.0,0.13,27.0,"[1911, 1921)",25.0453,102.7097,6.171700597410915,6.743635068117388,3.80666248977032,3.332204510175204,0.1222176327242492
China,1920,June,Sichuan,66.0,620.54,Unknown,39.0,0.55,14.0,"[1911, 1921)",30.6509,104.0757,4.204692619390966,6.4322002692980655,3.688879454113936,2.70805020110221,0.4382549309311553
India,1920,August,Madhya Pradesh,167.0,761.86,Human,16.0,0.65,42.0,"[1911, 1921)",22.9734,78.6569,5.123963979403259,6.637074528210266,2.833213344056216,3.7612001156935624,0.5007752879124893
India,1920,August,Assam,68.0,819.99,Lightning,46.0,0.86,59.0,"[1911, 1921)",26.2006,92.9376,4.23410650459726,6.710510929110282,3.8501476017100584,4.0943445622221,0.6205764877251099
Turkey,1921,June,Mugla,304.0,8.67,Deforestation,39.0,0.38,31.0,"[1921, 1931)",37.2154,28.3634,5.720311776607412,2.269028309465203,3.688879454113936,3.4657359027997265,0.3220834991691133
Turkey,1921,October,Antalya,378.0,406.02,Deforestation,27.0,0.07,27.0,"[1921, 1931)",36.8969,30.7133,5.937536205082426,6.008862324284403,3.332204510175204,3.332204510175204,0.0676586484738148
Turkey,1921,May,Izmir,130.0,650.19,Climate Change,20.0,0.47,61.0,"[1921, 1931)",38.4237,27.1428,4.875197323201151,6.478801458305066,3.044522437723423,4.127134385045092,0.3852624007906449
Spain,1921,June,Catalonia,309.0,438.23,Human,16.0,0.15,19.0,"[1921, 1931)",41.5912,1.5209,5.736572297479192,6.085023193873501,2.833213344056216,2.995732273553991,0.1397619423751586
Spain,1921,September,Andalusia,104.0,990.19,Unknown,36.0,0.57,60.0,"[1921, 1931)",37.5443,4.7278,4.653960350157523,6.8989062414827655,3.610917912644224,4.110873864173311,0.4510756193602167
USA,1921,October,California,118.0,825.1,Climate Change,44.0,0.12,58.0,"[1921, 1931)",36.7783,-118.755997,4.77912349311153,6.716715831568459,3.80666248977032,4.07753744390572,0.1133286853070031
USA,1921,May,Texas,119.0,812.71,Human,33.0,0.09,28.0,"[1921, 1931)",31.9686,-98.5456116,4.787491742782046,6.701604037168696,3.5263605246161616,3.367295829986474,0.0861776962410523
USA,1921,June,Oregon,31.0,499.53,Deforestation,43.0,0.43,61.0,"[1921, 1931)",43.8041,-120.737257,3.4657359027997265,6.215667537018882,3.784189633918261,4.127134385045092,0.3576744442718159
Brazil,1921,May,Amazonas,293.0,246.3,Climate Change,33.0,0.2,24.0,"[1921, 1931)",-3.0967614,-65.8561,5.683579767338681,5.510602174527371,3.5263605246161616,3.218875824868201,0.1823215567939546
Brazil,1921,June,Mato Grosso,356.0,374.87,Climate Change,42.0,0.73,50.0,"[1921, 1931)",-12.2115009,-55.5716547,5.877735781779639,5.929243338925571,3.7612001156935624,3.9318256327243257,0.5481214085096876
Greece,1921,June,Athens,137.0,358.9,Climate Change,42.0,0.37,24.0,"[1921, 1931)",37.9755648,23.7348324,4.927253685157205,5.885826215084985,3.7612001156935624,3.218875824868201,0.3148107398400335
Greece,1921,May,Crete,239.0,124.05,Lightning,44.0,0.3,17.0,"[1921, 1931)",35.3084952,24.4633423,5.480638923341991,4.828713657323628,3.80666248977032,2.8903717578961645,0.262364264467491
Australia,1921,September,New South Wales,43.0,194.6,Lightning,15.0,0.42,3.0,"[1921, 1931)",-31.8759835,147.2869493,3.784189633918261,5.276071757600717,2.772588722239781,1.3862943611198906,0.3506568716131693
Australia,1921,May,Victoria,138.0,272.81,Lightning,38.0,0.22,28.0,"[1921, 1931)",-36.5986096,144.6780052,4.9344739331306915,5.612434435196896,3.6635616461296463,3.367295829986474,0.1988508587451652
Portugal,1921,May,Lisbon,76.0,133.75,Lightning,31.0,0.66,30.0,"[1921, 1931)",38.7077507,-9.1365919,4.343805421853684,4.903421209789107,3.4657359027997265,3.4339872044851463,0.5068176023684519
Portugal,1921,June,Porto,74.0,801.21,Lightning,26.0,0.18,23.0,"[1921, 1931)",41.1502195,-8.6103497,4.31748811353631,6.687370418977528,3.295836866004329,3.1780538303479458,0.1655144384775733
Italy,1921,July,Sicily,155.0,954.35,Lightning,39.0,0.17,11.0,"[1921, 1931)",37.587794,14.155048,5.049856007249537,6.862077765485484,3.688879454113936,2.4849066497880004,0.1570037488096647
Italy,1921,September,Sardinia,187.0,495.02,Human,29.0,0.56,3.0,"[1921, 1931)",40.0912813,9.0305773,5.236441962829949,6.206616248492639,3.4011973816621555,1.3862943611198906,0.4446858212614457
Russia,1921,May,Siberia,273.0,740.53,Deforestation,48.0,0.39,4.0,"[1921, 1931)",61.0137,99.1967,5.6131281063880705,6.608715619289569,3.8918202981106265,1.6094379124341005,0.3293037471426004
Russia,1921,June,Far East,124.0,77.1,Human,33.0,0.71,6.0,"[1921, 1931)",63.3109,135.0,4.8283137373023015,4.35799005684564,3.5263605246161616,1.9459101490553132,0.5364933705145685
Canada,1921,July,British Columbia,143.0,329.88,Unknown,19.0,0.05,64.0,"[1921, 1931)",55.001251,-125.002441,4.969813299576001,5.80175577188001,2.995732273553991,4.174387269895637,0.048790164169432
Canada,1921,September,Alberta,214.0,577.76,Human,16.0,0.41,46.0,"[1921, 1931)",55.001251,-115.002136,5.3706380281276624,6.360887883868881,2.833213344056216,3.8501476017100584,0.3435897043900769
France,1921,July,Corsica,410.0,332.23,Deforestation,43.0,0.39,16.0,"[1921, 1931)",42.188098,9.0683139,6.018593214496234,5.808832942254095,3.784189633918261,2.833213344056216,0.3293037471426004
France,1921,August,Provence,355.0,477.57,Human,30.0,0.78,50.0,"[1921, 1931)",44.0145,6.2116,5.87493073085203,6.170802490684717,3.4339872044851463,3.9318256327243257,0.5766133643039938
China,1921,July,Yunnan,262.0,504.9,Lightning,45.0,0.3,30.0,"[1921, 1931)",25.0453,102.7097,5.572154032177765,6.22633902129789,3.828641396489095,3.4339872044851463,0.262364264467491
China,1921,July,Sichuan,338.0,776.67,Human,15.0,0.57,68.0,"[1921, 1931)",30.6509,104.0757,5.82600010738045,6.656302269670752,2.772588722239781,4.23410650459726,0.4510756193602167
India,1921,October,Madhya Pradesh,350.0,286.61,Human,37.0,0.25,66.0,"[1921, 1931)",22.9734,78.6569,5.860786223465865,5.661605395757015,3.6375861597263857,4.204692619390966,0.2231435513142097
India,1921,September,Assam,287.0,403.97,Deforestation,20.0,0.48,29.0,"[1921, 1931)",26.2006,92.9376,5.662960480135946,6.0038129902888455,3.044522437723423,3.4011973816621555,0.3920420877760237
Turkey,1922,September,Mugla,21.0,683.22,Deforestation,17.0,0.8,67.0,"[1921, 1931)",37.2154,28.3634,3.091042453358316,6.528279503335223,2.8903717578961645,4.219507705176107,0.5877866649021191
Turkey,1922,October,Antalya,218.0,351.3,Climate Change,23.0,0.89,12.0,"[1921, 1931)",36.8969,30.7133,5.389071729816501,5.864483085347192,3.1780538303479458,2.5649493574615367,0.636576829071551
Turkey,1922,September,Izmir,103.0,297.8,Lightning,38.0,0.35,34.0,"[1921, 1931)",38.4237,27.1428,4.6443908991413725,5.699774453258662,3.6635616461296463,3.5553480614894135,0.300104592450338
Spain,1922,October,Catalonia,178.0,58.96,Deforestation,42.0,0.64,32.0,"[1921, 1931)",41.5912,1.5209,5.187385805840755,4.093677673234397,3.7612001156935624,3.49650756146648,0.494696241836107
Spain,1922,July,Andalusia,347.0,299.25,Human,41.0,0.06,22.0,"[1921, 1931)",37.5443,4.7278,5.8522024797744745,5.704615460960093,3.737669618283368,3.1354942159291497,0.0582689081239757
USA,1922,June,California,393.0,356.07,Climate Change,35.0,0.24,62.0,"[1921, 1931)",36.7783,-118.755997,5.976350909297934,5.877931840990149,3.58351893845611,4.143134726391533,0.2151113796169455
USA,1922,October,Texas,152.0,758.61,Human,16.0,0.36,27.0,"[1921, 1931)",31.9686,-98.5456116,5.030437921392435,6.632805143675067,2.833213344056216,3.332204510175204,0.3074846997479606
USA,1922,October,Oregon,173.0,874.62,Human,15.0,0.55,6.0,"[1921, 1931)",43.8041,-120.737257,5.159055299214529,6.774932206867973,2.772588722239781,1.9459101490553132,0.4382549309311553
Brazil,1922,September,Amazonas,407.0,778.07,Human,49.0,0.8,6.0,"[1921, 1931)",-3.0967614,-65.8561,6.0112671744041615,6.658100900627014,3.912023005428146,1.9459101490553132,0.5877866649021191
Brazil,1922,June,Mato Grosso,282.0,48.92,Deforestation,34.0,0.35,34.0,"[1921, 1931)",-12.2115009,-55.5716547,5.645446897643238,3.910421724061172,3.5553480614894135,3.5553480614894135,0.300104592450338
Greece,1922,June,Athens,216.0,579.51,Lightning,26.0,0.81,40.0,"[1921, 1931)",37.9755648,23.7348324,5.37989735354046,6.363907027518426,3.295836866004329,3.713572066704308,0.5933268452777344
Greece,1922,May,Crete,434.0,146.91,Unknown,23.0,0.91,51.0,"[1921, 1931)",35.3084952,24.4633423,6.075346031088684,4.996603980683279,3.1780538303479458,3.951243718581427,0.6471032420585385
Australia,1922,September,New South Wales,192.0,804.78,Lightning,29.0,0.4,64.0,"[1921, 1931)",-31.8759835,147.2869493,5.262690188904886,6.69181075239462,3.4011973816621555,4.174387269895637,0.3364722366212129
Australia,1922,September,Victoria,218.0,812.03,Human,24.0,0.28,50.0,"[1921, 1931)",-36.5986096,144.6780052,5.389071729816501,6.700768009236012,3.218875824868201,3.9318256327243257,0.2468600779315258
Portugal,1922,June,Lisbon,267.0,292.87,Lightning,19.0,0.64,56.0,"[1921, 1931)",38.7077507,-9.1365919,5.5909869805108565,5.683137492678913,2.995732273553991,4.04305126783455,0.494696241836107
Portugal,1922,July,Porto,478.0,876.8,Climate Change,28.0,0.83,50.0,"[1921, 1931)",41.1502195,-8.6103497,6.171700597410915,6.777418777254134,3.367295829986474,3.9318256327243257,0.6043159668533296
Italy,1922,May,Sicily,157.0,899.76,Human,37.0,0.61,59.0,"[1921, 1931)",37.587794,14.155048,5.062595033026967,6.803238851426139,3.6375861597263857,4.0943445622221,0.4762341789963716
Italy,1922,October,Sardinia,97.0,637.45,Deforestation,27.0,0.86,24.0,"[1921, 1931)",40.0912813,9.0305773,4.584967478670572,6.45904336387069,3.332204510175204,3.218875824868201,0.6205764877251099
Russia,1922,October,Siberia,242.0,561.96,Lightning,23.0,0.37,33.0,"[1921, 1931)",61.0137,99.1967,5.493061443340548,6.333208577658294,3.1780538303479458,3.5263605246161616,0.3148107398400335
Russia,1922,September,Far East,442.0,799.88,Deforestation,41.0,0.74,35.0,"[1921, 1931)",63.3109,135.0,6.093569770045136,6.685711123111228,3.737669618283368,3.58351893845611,0.5538851132264376
Canada,1922,August,British Columbia,413.0,407.43,Lightning,24.0,0.92,12.0,"[1921, 1931)",55.001251,-125.002441,6.025865973825314,6.01232054098736,3.218875824868201,2.5649493574615367,0.6523251860396903
Canada,1922,July,Alberta,404.0,238.69,Climate Change,44.0,0.84,8.0,"[1921, 1931)",55.001251,-115.002136,6.003887067106539,5.479346421754899,3.80666248977032,2.1972245773362196,0.6097655716208943
France,1922,July,Corsica,20.0,670.83,Unknown,49.0,0.25,51.0,"[1921, 1931)",42.188098,9.0683139,3.044522437723423,6.5100053323288,3.912023005428146,3.951243718581427,0.2231435513142097
France,1922,July,Provence,232.0,236.35,Human,46.0,0.45,7.0,"[1921, 1931)",44.0145,6.2116,5.4510384535657,5.469535844997327,3.8501476017100584,2.0794415416798357,0.371563556432483
China,1922,July,Yunnan,408.0,980.44,Lightning,23.0,0.57,62.0,"[1921, 1931)",25.0453,102.7097,6.013715156042802,6.889020880925886,3.1780538303479458,4.143134726391533,0.4510756193602167
China,1922,October,Sichuan,263.0,922.15,Human,15.0,0.74,46.0,"[1921, 1931)",30.6509,104.0757,5.575949103146316,6.827791734841752,2.772588722239781,3.8501476017100584,0.5538851132264376
India,1922,June,Madhya Pradesh,435.0,108.02,Climate Change,40.0,0.18,55.0,"[1921, 1931)",22.9734,78.6569,6.077642243349034,4.691531351636135,3.713572066704308,4.02535169073515,0.1655144384775733
India,1922,October,Assam,259.0,897.3,Deforestation,45.0,0.33,18.0,"[1921, 1931)",26.2006,92.9376,5.560681631015528,6.800504088235161,3.828641396489095,2.9444389791664403,0.2851789422336624
Turkey,1923,October,Mugla,236.0,36.13,Climate Change,41.0,0.29,60.0,"[1921, 1931)",37.2154,28.3634,5.4680601411351315,3.614425268188989,3.737669618283368,4.110873864173311,0.2546422183735807
Turkey,1923,August,Antalya,342.0,933.2,Lightning,23.0,0.68,21.0,"[1921, 1931)",36.8969,30.7133,5.8377304471659395,6.839690548068008,3.1780538303479458,3.091042453358316,0.5187937934151676
Turkey,1923,October,Izmir,366.0,964.41,Deforestation,44.0,0.57,64.0,"[1921, 1931)",38.4237,27.1428,5.905361848054571,6.872552881573408,3.80666248977032,4.174387269895637,0.4510756193602167
Spain,1923,July,Catalonia,291.0,446.27,Unknown,44.0,0.91,20.0,"[1921, 1931)",41.5912,1.5209,5.676753802268282,6.103162439108417,3.80666248977032,3.044522437723423,0.6471032420585385
Spain,1923,August,Andalusia,19.0,291.86,Deforestation,29.0,0.33,27.0,"[1921, 1931)",37.5443,4.7278,2.995732273553991,5.6796946791271115,3.4011973816621555,3.332204510175204,0.2851789422336624
USA,1923,August,California,134.0,534.31,Unknown,18.0,0.9,51.0,"[1921, 1931)",36.7783,-118.755997,4.90527477843843,6.28284601833824,2.9444389791664403,3.951243718581427,0.6418538861723948
USA,1923,October,Texas,283.0,329.26,Lightning,25.0,0.32,67.0,"[1921, 1931)",31.9686,-98.5456116,5.648974238161206,5.799880223034842,3.258096538021482,4.219507705176107,0.2776317365982795
USA,1923,July,Oregon,140.0,752.64,Deforestation,32.0,0.59,51.0,"[1921, 1931)",43.8041,-120.737257,4.948759890378168,6.6249148004098,3.49650756146648,3.951243718581427,0.4637340162321401
Brazil,1923,October,Amazonas,122.0,18.37,Deforestation,23.0,0.15,64.0,"[1921, 1931)",-3.0967614,-65.8561,4.812184355372417,2.963725477418905,3.1780538303479458,4.174387269895637,0.1397619423751586
Brazil,1923,August,Mato Grosso,464.0,462.57,Unknown,25.0,0.43,26.0,"[1921, 1931)",-12.2115009,-55.5716547,6.142037405587356,6.13895739841403,3.258096538021482,3.295836866004329,0.3576744442718159
Greece,1923,September,Athens,398.0,115.34,Deforestation,36.0,0.25,61.0,"[1921, 1931)",37.9755648,23.7348324,5.988961416889864,4.756516938482616,3.610917912644224,4.127134385045092,0.2231435513142097
Greece,1923,August,Crete,496.0,568.99,Lightning,37.0,0.17,5.0,"[1921, 1931)",35.3084952,24.4633423,6.208590026096629,6.345618816815051,3.6375861597263857,1.791759469228055,0.1570037488096647
Australia,1923,August,New South Wales,338.0,922.03,Human,49.0,0.25,59.0,"[1921, 1931)",-31.8759835,147.2869493,5.82600010738045,6.8276617366832095,3.912023005428146,4.0943445622221,0.2231435513142097
Australia,1923,June,Victoria,357.0,891.31,Deforestation,31.0,0.47,7.0,"[1921, 1931)",-36.5986096,144.6780052,5.8805329864007,6.793813605836472,3.4657359027997265,2.0794415416798357,0.3852624007906449
Portugal,1923,October,Lisbon,210.0,431.74,Unknown,26.0,0.7,3.0,"[1921, 1931)",38.7077507,-9.1365919,5.351858133476067,6.070137085759284,3.295836866004329,1.3862943611198906,0.5306282510621704
Portugal,1923,September,Porto,341.0,187.53,Unknown,28.0,0.48,31.0,"[1921, 1931)",41.1502195,-8.6103497,5.834810737062605,5.239257145418492,3.367295829986474,3.4657359027997265,0.3920420877760237
Italy,1923,May,Sicily,420.0,441.13,Deforestation,38.0,0.1,28.0,"[1921, 1931)",37.587794,14.155048,6.042632833682381,6.091603956480641,3.6635616461296463,3.367295829986474,0.0953101798043248
Italy,1923,June,Sardinia,348.0,576.72,Lightning,29.0,0.79,25.0,"[1921, 1931)",40.0912813,9.0305773,5.855071922202427,6.359089322232966,3.4011973816621555,3.258096538021482,0.5822156198526637
Russia,1923,May,Siberia,278.0,6.55,Unknown,42.0,0.75,24.0,"[1921, 1931)",61.0137,99.1967,5.631211781821365,2.0215475632609334,3.7612001156935624,3.218875824868201,0.5596157879354227
Russia,1923,September,Far East,166.0,593.74,Lightning,49.0,0.46,29.0,"[1921, 1931)",63.3109,135.0,5.117993812416755,6.388124335254409,3.912023005428146,3.4011973816621555,0.3784364357202451
Canada,1923,July,British Columbia,214.0,74.73,Lightning,42.0,0.28,9.0,"[1921, 1931)",55.001251,-125.002441,5.3706380281276624,4.327174383125731,3.7612001156935624,2.302585092994046,0.2468600779315258
Canada,1923,June,Alberta,122.0,393.2,Unknown,41.0,0.09,50.0,"[1921, 1931)",55.001251,-115.002136,4.812184355372417,5.97685839471862,3.737669618283368,3.9318256327243257,0.0861776962410523
France,1923,June,Corsica,290.0,966.83,Lightning,48.0,0.11,41.0,"[1921, 1931)",42.188098,9.0683139,5.673323267171493,6.875056452018898,3.8918202981106265,3.737669618283368,0.1043600153242427
France,1923,August,Provence,427.0,975.69,Unknown,28.0,0.57,5.0,"[1921, 1931)",44.0145,6.2116,6.059123195581797,6.884169303842606,3.367295829986474,1.791759469228055,0.4510756193602167
China,1923,June,Yunnan,470.0,506.39,Human,21.0,0.32,68.0,"[1921, 1931)",25.0453,102.7097,6.154858094016418,6.22927993865406,3.091042453358316,4.23410650459726,0.2776317365982795
China,1923,August,Sichuan,227.0,598.58,Lightning,34.0,0.87,12.0,"[1921, 1931)",30.6509,104.0757,5.429345628954441,6.396229410101753,3.5553480614894135,2.5649493574615367,0.6259384308664953
India,1923,July,Madhya Pradesh,475.0,930.34,Climate Change,21.0,0.38,20.0,"[1921, 1931)",22.9734,78.6569,6.16541785423142,6.836624409319312,3.091042453358316,3.044522437723423,0.3220834991691133
India,1923,June,Assam,13.0,585.08,Climate Change,39.0,0.82,26.0,"[1921, 1931)",26.2006,92.9376,2.6390573296152584,6.373456299030504,3.688879454113936,3.295836866004329,0.598836501088704
Turkey,1924,July,Mugla,43.0,588.03,Deforestation,24.0,0.67,69.0,"[1921, 1931)",37.2154,28.3634,3.784189633918261,6.3784771161405835,3.218875824868201,4.248495242049359,0.5128236264286637
Turkey,1924,July,Antalya,151.0,633.3,Unknown,35.0,0.82,34.0,"[1921, 1931)",36.8969,30.7133,5.0238805208462765,6.4525220286398515,3.58351893845611,3.5553480614894135,0.598836501088704
Turkey,1924,June,Izmir,343.0,224.01,Deforestation,32.0,0.79,49.0,"[1921, 1931)",38.4237,27.1428,5.840641657373398,5.41614484566124,3.49650756146648,3.912023005428146,0.5822156198526637
Spain,1924,June,Catalonia,208.0,285.69,Deforestation,43.0,0.06,3.0,"[1921, 1931)",41.5912,1.5209,5.342334251964811,5.65840149261586,3.784189633918261,1.3862943611198906,0.0582689081239757
